name,email,semester,division,batch
Test Student 0964,test.student0964@somaiya.edu,5,B,B1
Test Student 0965,test.student0965@somaiya.edu,5,B,B2
Test Student 0966,test.student0966@somaiya.edu,5,B,B1
Test Student 0967,test.student0967@somaiya.edu,5,B,B2
Test Student 0968,test.student0968@somaiya.edu,5,B,B1
Test Student 0969,test.student0969@somaiya.edu,5,B,B2
Test Student 0970,test.student0970@somaiya.edu,5,B,B1
Test Student 0971,test.student0971@somaiya.edu,5,B,B2
Test Student 0972,test.student0972@somaiya.edu,5,B,B1
Test Student 0973,test.student0973@somaiya.edu,5,B,B2
Test Student 0974,test.student0974@somaiya.edu,5,B,B1
Test Student 0975,test.student0975@somaiya.edu,5,B,B2
Test Student 0976,test.student0976@somaiya.edu,5,B,B1
Test Student 0977,test.student0977@somaiya.edu,5,B,B2
Test Student 0978,test.student0978@somaiya.edu,5,B,B1
Test Student 0979,test.student0979@somaiya.edu,5,B,B2
Test Student 0980,test.student0980@somaiya.edu,5,B,B1
Test Student 0981,test.student0981@somaiya.edu,5,B,B2
Test Student 0982,test.student0982@somaiya.edu,5,B,B1
Test Student 0983,test.student0983@somaiya.edu,5,B,B2
Test Student 0984,test.student0984@somaiya.edu,5,B,B1
Test Student 0985,test.student0985@somaiya.edu,5,B,B2
Test Student 0986,test.student0986@somaiya.edu,5,B,B1
Test Student 0987,test.student0987@somaiya.edu,5,B,B2
Test Student 0988,test.student0988@somaiya.edu,5,B,B1
Test Student 0989,test.student0989@somaiya.edu,5,B,B2
Test Student 0990,test.student0990@somaiya.edu,5,B,B1
Test Student 0991,test.student0991@somaiya.edu,5,B,B2
Test Student 0992,test.student0992@somaiya.edu,5,B,B1
Test Student 0993,test.student0993@somaiya.edu,5,B,B2
Test Student 0994,test.student0994@somaiya.edu,5,B,B1
Test Student 0995,test.student0995@somaiya.edu,5,B,B2
Test Student 0996,test.student0996@somaiya.edu,5,B,B1
Test Student 0997,test.student0997@somaiya.edu,5,B,B2
Test Student 0998,test.student0998@somaiya.edu,5,B,B1
Test Student 0999,test.student0999@somaiya.edu,5,B,B2
Test Student 1000,test.student1000@somaiya.edu,5,B,B1
Test Student 1001,test.student1001@somaiya.edu,5,B,B2
Test Student 1002,test.student1002@somaiya.edu,5,B,B1
Test Student 1003,test.student1003@somaiya.edu,5,B,B2
Test Student 1004,test.student1004@somaiya.edu,5,B,B1
Test Student 1005,test.student1005@somaiya.edu,5,B,B2
Test Student 1006,test.student1006@somaiya.edu,5,B,B1
Test Student 1007,test.student1007@somaiya.edu,5,B,B2
Test Student 1008,test.student1008@somaiya.edu,5,B,B1
Test Student 1009,test.student1009@somaiya.edu,5,B,B2
Test Student 1010,test.student1010@somaiya.edu,5,B,B1
Test Student 1011,test.student1011@somaiya.edu,5,B,B2
Test Student 1012,test.student1012@somaiya.edu,5,B,B1
Test Student 1013,test.student1013@somaiya.edu,5,B,B2
Test Student 1014,test.student1014@somaiya.edu,5,B,B1
Test Student 1015,test.student1015@somaiya.edu,5,B,B2
Test Student 1016,test.student1016@somaiya.edu,5,B,B1
Test Student 1017,test.student1017@somaiya.edu,5,B,B2
Test Student 1018,test.student1018@somaiya.edu,5,B,B1
Test Student 1019,test.student1019@somaiya.edu,5,B,B2
Test Student 1020,test.student1020@somaiya.edu,5,B,B1
Test Student 1021,test.student1021@somaiya.edu,5,B,B2
Test Student 1022,test.student1022@somaiya.edu,5,B,B1
Test Student 1023,test.student1023@somaiya.edu,5,B,B2
Test Student 1024,test.student1024@somaiya.edu,5,B,B1
Test Student 1025,test.student1025@somaiya.edu,5,B,B2
Test Student 1026,test.student1026@somaiya.edu,5,B,B1
Test Student 1027,test.student1027@somaiya.edu,5,B,B2
Test Student 1028,test.student1028@somaiya.edu,5,B,B1
Test Student 1029,test.student1029@somaiya.edu,5,B,B2
Test Student 1030,test.student1030@somaiya.edu,5,B,B1
Test Student 1031,test.student1031@somaiya.edu,5,B,B2
Test Student 1032,test.student1032@somaiya.edu,5,B,B1
Test Student 1033,test.student1033@somaiya.edu,5,B,B2
Test Student 1034,test.student1034@somaiya.edu,5,B,B1
Test Student 1035,test.student1035@somaiya.edu,5,B,B2
Test Student 1036,test.student1036@somaiya.edu,5,B,B1
Test Student 1037,test.student1037@somaiya.edu,5,B,B2
Test Student 1038,test.student1038@somaiya.edu,5,B,B1
Test Student 1039,test.student1039@somaiya.edu,5,B,B2
Test Student 1040,test.student1040@somaiya.edu,5,B,B1
Test Student 1041,test.student1041@somaiya.edu,5,B,B2
Test Student 1042,test.student1042@somaiya.edu,5,B,B1
Test Student 1043,test.student1043@somaiya.edu,5,B,B2
Test Student 1044,test.student1044@somaiya.edu,5,B,B1
Test Student 1045,test.student1045@somaiya.edu,5,B,B2
Test Student 1046,test.student1046@somaiya.edu,5,B,B1
Test Student 1047,test.student1047@somaiya.edu,5,B,B2
Test Student 1048,test.student1048@somaiya.edu,5,B,B1
Test Student 1049,test.student1049@somaiya.edu,5,B,B2
Test Student 1050,test.student1050@somaiya.edu,5,B,B1
Test Student 1051,test.student1051@somaiya.edu,5,B,B2
Test Student 1052,test.student1052@somaiya.edu,5,B,B1
Test Student 1053,test.student1053@somaiya.edu,5,B,B2
Test Student 1054,test.student1054@somaiya.edu,5,B,B1
Test Student 1055,test.student1055@somaiya.edu,5,B,B2
Test Student 1056,test.student1056@somaiya.edu,5,B,B1
Test Student 1057,test.student1057@somaiya.edu,5,B,B2
Test Student 1058,test.student1058@somaiya.edu,5,B,B1
Test Student 1059,test.student1059@somaiya.edu,5,B,B2
Test Student 1060,test.student1060@somaiya.edu,5,B,B1
Test Student 1061,test.student1061@somaiya.edu,5,B,B2
Test Student 1062,test.student1062@somaiya.edu,5,B,B1
Test Student 1063,test.student1063@somaiya.edu,5,B,B2
Test Student 1064,test.student1064@somaiya.edu,5,B,B1
Test Student 1065,test.student1065@somaiya.edu,5,B,B2
Test Student 1066,test.student1066@somaiya.edu,5,B,B1
Test Student 1067,test.student1067@somaiya.edu,5,B,B2
Test Student 1068,test.student1068@somaiya.edu,5,B,B1
Test Student 1069,test.student1069@somaiya.edu,5,B,B2
Test Student 1070,test.student1070@somaiya.edu,5,B,B1
Test Student 1071,test.student1071@somaiya.edu,5,B,B2
Test Student 1072,test.student1072@somaiya.edu,5,B,B1
Test Student 1073,test.student1073@somaiya.edu,5,B,B2
Test Student 1074,test.student1074@somaiya.edu,5,B,B1
Test Student 1075,test.student1075@somaiya.edu,5,B,B2
Test Student 1076,test.student1076@somaiya.edu,5,B,B1
Test Student 1077,test.student1077@somaiya.edu,5,B,B2
Test Student 1078,test.student1078@somaiya.edu,5,B,B1
Test Student 1079,test.student1079@somaiya.edu,5,B,B2
Test Student 1080,test.student1080@somaiya.edu,5,B,B1
Test Student 1081,test.student1081@somaiya.edu,5,B,B2
Test Student 1082,test.student1082@somaiya.edu,5,B,B1
Test Student 1083,test.student1083@somaiya.edu,5,B,B2
Test Student 1084,test.student1084@somaiya.edu,5,B,B1
Test Student 1085,test.student1085@somaiya.edu,5,B,B2
Test Student 1086,test.student1086@somaiya.edu,5,B,B1
Test Student 1087,test.student1087@somaiya.edu,5,B,B2
Test Student 1088,test.student1088@somaiya.edu,5,B,B1
Test Student 1089,test.student1089@somaiya.edu,5,B,B2
Test Student 1090,test.student1090@somaiya.edu,5,B,B1
Test Student 1091,test.student1091@somaiya.edu,5,B,B2
Test Student 1092,test.student1092@somaiya.edu,5,B,B1
Test Student 1093,test.student1093@somaiya.edu,5,B,B2
Test Student 1094,test.student1094@somaiya.edu,5,B,B1
Test Student 1095,test.student1095@somaiya.edu,5,B,B2
Test Student 1096,test.student1096@somaiya.edu,5,B,B1
Test Student 1097,test.student1097@somaiya.edu,5,B,B2
Test Student 1098,test.student1098@somaiya.edu,5,B,B1
Test Student 1099,test.student1099@somaiya.edu,5,B,B2
Test Student 1100,test.student1100@somaiya.edu,5,B,B1
Test Student 1101,test.student1101@somaiya.edu,5,B,B2
Test Student 1102,test.student1102@somaiya.edu,5,B,B1
Test Student 1103,test.student1103@somaiya.edu,5,B,B2
Test Student 1104,test.student1104@somaiya.edu,5,B,B1
Test Student 1105,test.student1105@somaiya.edu,5,B,B2
Test Student 1106,test.student1106@somaiya.edu,5,B,B1
Test Student 1107,test.student1107@somaiya.edu,5,B,B2
Test Student 1108,test.student1108@somaiya.edu,5,B,B1
Test Student 1109,test.student1109@somaiya.edu,5,B,B2
Test Student 1110,test.student1110@somaiya.edu,5,B,B1
Test Student 1111,test.student1111@somaiya.edu,5,B,B2
Test Student 1112,test.student1112@somaiya.edu,5,B,B1
Test Student 1113,test.student1113@somaiya.edu,5,B,B2
Test Student 1114,test.student1114@somaiya.edu,5,B,B1
Test Student 1115,test.student1115@somaiya.edu,5,B,B2
Test Student 1116,test.student1116@somaiya.edu,5,B,B1
Test Student 1117,test.student1117@somaiya.edu,5,B,B2
Test Student 1118,test.student1118@somaiya.edu,5,B,B1
Test Student 1119,test.student1119@somaiya.edu,5,B,B2
Test Student 1120,test.student1120@somaiya.edu,5,B,B1
Test Student 1121,test.student1121@somaiya.edu,5,B,B2
Test Student 1122,test.student1122@somaiya.edu,5,B,B1
Test Student 1123,test.student1123@somaiya.edu,5,B,B2
Test Student 1124,test.student1124@somaiya.edu,5,B,B1
Test Student 1125,test.student1125@somaiya.edu,5,B,B2
Test Student 1126,test.student1126@somaiya.edu,5,B,B1
Test Student 1127,test.student1127@somaiya.edu,5,B,B2
Test Student 1128,test.student1128@somaiya.edu,5,B,B1
Test Student 1129,test.student1129@somaiya.edu,5,B,B2
Test Student 1130,test.student1130@somaiya.edu,5,B,B1
Test Student 1131,test.student1131@somaiya.edu,5,B,B2
Test Student 1132,test.student1132@somaiya.edu,5,B,B1
Test Student 1133,test.student1133@somaiya.edu,5,B,B2
Test Student 1134,test.student1134@somaiya.edu,5,B,B1
Test Student 1135,test.student1135@somaiya.edu,5,B,B2
Test Student 1136,test.student1136@somaiya.edu,5,B,B1
Test Student 1137,test.student1137@somaiya.edu,5,B,B2
Test Student 1138,test.student1138@somaiya.edu,5,B,B1
Test Student 1139,test.student1139@somaiya.edu,5,B,B2
Test Student 1140,test.student1140@somaiya.edu,5,B,B1
Test Student 1141,test.student1141@somaiya.edu,5,B,B2
Test Student 1142,test.student1142@somaiya.edu,5,B,B1
Test Student 1143,test.student1143@somaiya.edu,5,B,B2
Test Student 1144,test.student1144@somaiya.edu,5,B,B1
Test Student 1145,test.student1145@somaiya.edu,5,B,B2
Test Student 1146,test.student1146@somaiya.edu,5,B,B1
Test Student 1147,test.student1147@somaiya.edu,5,B,B2
Test Student 1148,test.student1148@somaiya.edu,5,B,B1
Test Student 1149,test.student1149@somaiya.edu,5,B,B2
Test Student 1150,test.student1150@somaiya.edu,5,B,B1
Test Student 1151,test.student1151@somaiya.edu,5,B,B2
Test Student 1152,test.student1152@somaiya.edu,5,B,B1
Test Student 1153,test.student1153@somaiya.edu,5,B,B2
Test Student 1154,test.student1154@somaiya.edu,5,B,B1
Test Student 1155,test.student1155@somaiya.edu,5,B,B2
Test Student 1156,test.student1156@somaiya.edu,5,B,B1
Test Student 1157,test.student1157@somaiya.edu,5,B,B2
Test Student 1158,test.student1158@somaiya.edu,5,B,B1
Test Student 1159,test.student1159@somaiya.edu,5,B,B2
Test Student 1160,test.student1160@somaiya.edu,5,B,B1
Test Student 1161,test.student1161@somaiya.edu,5,B,B2
Test Student 1162,test.student1162@somaiya.edu,5,B,B1
Test Student 1163,test.student1163@somaiya.edu,5,B,B2
Test Student 1164,test.student1164@somaiya.edu,5,B,B1
Test Student 1165,test.student1165@somaiya.edu,5,B,B2
Test Student 1166,test.student1166@somaiya.edu,5,B,B1
Test Student 1167,test.student1167@somaiya.edu,5,B,B2
Test Student 1168,test.student1168@somaiya.edu,5,B,B1
Test Student 1169,test.student1169@somaiya.edu,5,B,B2
Test Student 1170,test.student1170@somaiya.edu,5,B,B1
Test Student 1171,test.student1171@somaiya.edu,5,B,B2
Test Student 1172,test.student1172@somaiya.edu,5,B,B1
Test Student 1173,test.student1173@somaiya.edu,5,B,B2
Test Student 1174,test.student1174@somaiya.edu,5,B,B1
Test Student 1175,test.student1175@somaiya.edu,5,B,B2
Test Student 1176,test.student1176@somaiya.edu,5,B,B1
Test Student 1177,test.student1177@somaiya.edu,5,B,B2
Test Student 1178,test.student1178@somaiya.edu,5,B,B1
Test Student 1179,test.student1179@somaiya.edu,5,B,B2
Test Student 1180,test.student1180@somaiya.edu,5,B,B1
Test Student 1181,test.student1181@somaiya.edu,5,B,B2
Test Student 1182,test.student1182@somaiya.edu,5,B,B1
Test Student 1183,test.student1183@somaiya.edu,5,B,B2
Test Student 1184,test.student1184@somaiya.edu,5,B,B1
Test Student 1185,test.student1185@somaiya.edu,5,B,B2
Test Student 1186,test.student1186@somaiya.edu,5,B,B1
Test Student 1187,test.student1187@somaiya.edu,5,B,B2
Test Student 1188,test.student1188@somaiya.edu,5,B,B1
Test Student 1189,test.student1189@somaiya.edu,5,B,B2
Test Student 1190,test.student1190@somaiya.edu,5,B,B1
Test Student 1191,test.student1191@somaiya.edu,5,B,B2
Test Student 1192,test.student1192@somaiya.edu,5,B,B1
Test Student 1193,test.student1193@somaiya.edu,5,B,B2
Test Student 1194,test.student1194@somaiya.edu,5,B,B1
Test Student 1195,test.student1195@somaiya.edu,5,B,B2
Test Student 1196,test.student1196@somaiya.edu,5,B,B1
Test Student 1197,test.student1197@somaiya.edu,5,B,B2
Test Student 1198,test.student1198@somaiya.edu,5,B,B1
Test Student 1199,test.student1199@somaiya.edu,5,B,B2
Test Student 1200,test.student1200@somaiya.edu,5,B,B1
Test Student 1201,test.student1201@somaiya.edu,5,B,B2
Test Student 1202,test.student1202@somaiya.edu,5,B,B1
Test Student 1203,test.student1203@somaiya.edu,5,B,B2
Test Student 1204,test.student1204@somaiya.edu,5,B,B1
Test Student 1205,test.student1205@somaiya.edu,5,B,B2
Test Student 1206,test.student1206@somaiya.edu,5,B,B1
Test Student 1207,test.student1207@somaiya.edu,5,B,B2
Test Student 1208,test.student1208@somaiya.edu,5,B,B1
Test Student 1209,test.student1209@somaiya.edu,5,B,B2
Test Student 1210,test.student1210@somaiya.edu,5,B,B1
Test Student 1211,test.student1211@somaiya.edu,5,B,B2
Test Student 1212,test.student1212@somaiya.edu,5,B,B1
Test Student 1213,test.student1213@somaiya.edu,5,B,B2
Test Student 1214,test.student1214@somaiya.edu,5,B,B1
Test Student 1215,test.student1215@somaiya.edu,5,B,B2
Test Student 1216,test.student1216@somaiya.edu,5,B,B1
Test Student 1217,test.student1217@somaiya.edu,5,B,B2
Test Student 1218,test.student1218@somaiya.edu,5,B,B1
Test Student 1219,test.student1219@somaiya.edu,5,B,B2
Test Student 1220,test.student1220@somaiya.edu,5,B,B1
Test Student 1221,test.student1221@somaiya.edu,5,B,B2
Test Student 1222,test.student1222@somaiya.edu,5,B,B1
Test Student 1223,test.student1223@somaiya.edu,5,B,B2
Test Student 1224,test.student1224@somaiya.edu,5,B,B1
Test Student 1225,test.student1225@somaiya.edu,5,B,B2
Test Student 1226,test.student1226@somaiya.edu,5,B,B1
Test Student 1227,test.student1227@somaiya.edu,5,B,B2
Test Student 1228,test.student1228@somaiya.edu,5,B,B1
Test Student 1229,test.student1229@somaiya.edu,5,B,B2
Test Student 1230,test.student1230@somaiya.edu,5,B,B1
Test Student 1231,test.student1231@somaiya.edu,5,B,B2
Test Student 1232,test.student1232@somaiya.edu,5,B,B1
Test Student 1233,test.student1233@somaiya.edu,5,B,B2
Test Student 1234,test.student1234@somaiya.edu,5,B,B1
Test Student 1235,test.student1235@somaiya.edu,5,B,B2
Test Student 1236,test.student1236@somaiya.edu,5,B,B1
Test Student 1237,test.student1237@somaiya.edu,5,B,B2
Test Student 1238,test.student1238@somaiya.edu,5,B,B1
Test Student 1239,test.student1239@somaiya.edu,5,B,B2
Test Student 1240,test.student1240@somaiya.edu,5,B,B1
Test Student 1241,test.student1241@somaiya.edu,5,B,B2
Test Student 1242,test.student1242@somaiya.edu,5,B,B1
Test Student 1243,test.student1243@somaiya.edu,5,B,B2
Test Student 1244,test.student1244@somaiya.edu,5,B,B1
Test Student 1245,test.student1245@somaiya.edu,5,B,B2
Test Student 1246,test.student1246@somaiya.edu,5,B,B1
Test Student 1247,test.student1247@somaiya.edu,5,B,B2
Test Student 1248,test.student1248@somaiya.edu,5,B,B1
Test Student 1249,test.student1249@somaiya.edu,5,B,B2
Test Student 1250,test.student1250@somaiya.edu,5,B,B1
Test Student 1251,test.student1251@somaiya.edu,5,B,B2
Test Student 1252,test.student1252@somaiya.edu,5,B,B1
Test Student 1253,test.student1253@somaiya.edu,5,B,B2
Test Student 1254,test.student1254@somaiya.edu,5,B,B1
Test Student 1255,test.student1255@somaiya.edu,5,B,B2
Test Student 1256,test.student1256@somaiya.edu,5,B,B1
Test Student 1257,test.student1257@somaiya.edu,5,B,B2
Test Student 1258,test.student1258@somaiya.edu,5,B,B1
Test Student 1259,test.student1259@somaiya.edu,5,B,B2
Test Student 1260,test.student1260@somaiya.edu,5,B,B1
Test Student 1261,test.student1261@somaiya.edu,5,B,B2
Test Student 1262,test.student1262@somaiya.edu,5,B,B1
Test Student 1263,test.student1263@somaiya.edu,5,B,B2
Test Student 1264,test.student1264@somaiya.edu,5,B,B1
Test Student 1265,test.student1265@somaiya.edu,5,B,B2
Test Student 1266,test.student1266@somaiya.edu,5,B,B1
Test Student 1267,test.student1267@somaiya.edu,5,B,B2
Test Student 1268,test.student1268@somaiya.edu,5,B,B1
Test Student 1269,test.student1269@somaiya.edu,5,B,B2
Test Student 1270,test.student1270@somaiya.edu,5,B,B1
Test Student 1271,test.student1271@somaiya.edu,5,B,B2
Test Student 1272,test.student1272@somaiya.edu,5,B,B1
Test Student 1273,test.student1273@somaiya.edu,5,B,B2
Test Student 1274,test.student1274@somaiya.edu,5,B,B1
Test Student 1275,test.student1275@somaiya.edu,5,B,B2
Test Student 1276,test.student1276@somaiya.edu,5,B,B1
Test Student 1277,test.student1277@somaiya.edu,5,B,B2
Test Student 1278,test.student1278@somaiya.edu,5,B,B1
Test Student 1279,test.student1279@somaiya.edu,5,B,B2
Test Student 1280,test.student1280@somaiya.edu,5,B,B1
Test Student 1281,test.student1281@somaiya.edu,5,B,B2
Test Student 1282,test.student1282@somaiya.edu,5,B,B1
Test Student 1283,test.student1283@somaiya.edu,5,B,B2
Test Student 1284,test.student1284@somaiya.edu,5,B,B1
Test Student 1285,test.student1285@somaiya.edu,5,B,B2
Test Student 1286,test.student1286@somaiya.edu,5,B,B1
Test Student 1287,test.student1287@somaiya.edu,5,B,B2
Test Student 1288,test.student1288@somaiya.edu,5,B,B1
Test Student 1289,test.student1289@somaiya.edu,5,B,B2
Test Student 1290,test.student1290@somaiya.edu,5,B,B1
Test Student 1291,test.student1291@somaiya.edu,5,B,B2
Test Student 1292,test.student1292@somaiya.edu,5,B,B1
Test Student 1293,test.student1293@somaiya.edu,5,B,B2
Test Student 1294,test.student1294@somaiya.edu,5,B,B1
Test Student 1295,test.student1295@somaiya.edu,5,B,B2
Test Student 1296,test.student1296@somaiya.edu,5,B,B1
Test Student 1297,test.student1297@somaiya.edu,5,B,B2
Test Student 1298,test.student1298@somaiya.edu,5,B,B1
Test Student 1299,test.student1299@somaiya.edu,5,B,B2
Test Student 1300,test.student1300@somaiya.edu,5,B,B1
Test Student 1301,test.student1301@somaiya.edu,5,B,B2
Test Student 1302,test.student1302@somaiya.edu,5,B,B1
Test Student 1303,test.student1303@somaiya.edu,5,B,B2
Test Student 1304,test.student1304@somaiya.edu,5,B,B1
Test Student 1305,test.student1305@somaiya.edu,5,B,B2
Test Student 1306,test.student1306@somaiya.edu,5,B,B1
Test Student 1307,test.student1307@somaiya.edu,5,B,B2
Test Student 1308,test.student1308@somaiya.edu,5,B,B1
Test Student 1309,test.student1309@somaiya.edu,5,B,B2
Test Student 1310,test.student1310@somaiya.edu,5,B,B1
Test Student 1311,test.student1311@somaiya.edu,5,B,B2
Test Student 1312,test.student1312@somaiya.edu,5,B,B1
Test Student 1313,test.student1313@somaiya.edu,5,B,B2
Test Student 1314,test.student1314@somaiya.edu,5,B,B1
Test Student 1315,test.student1315@somaiya.edu,5,B,B2
Test Student 1316,test.student1316@somaiya.edu,5,B,B1
Test Student 1317,test.student1317@somaiya.edu,5,B,B2
Test Student 1318,test.student1318@somaiya.edu,5,B,B1
Test Student 1319,test.student1319@somaiya.edu,5,B,B2
Test Student 1320,test.student1320@somaiya.edu,5,B,B1
Test Student 1321,test.student1321@somaiya.edu,5,B,B2
Test Student 1322,test.student1322@somaiya.edu,5,B,B1
Test Student 1323,test.student1323@somaiya.edu,5,B,B2
Test Student 1324,test.student1324@somaiya.edu,5,B,B1
Test Student 1325,test.student1325@somaiya.edu,5,B,B2
Test Student 1326,test.student1326@somaiya.edu,5,B,B1
Test Student 1327,test.student1327@somaiya.edu,5,B,B2
Test Student 1328,test.student1328@somaiya.edu,5,B,B1
Test Student 1329,test.student1329@somaiya.edu,5,B,B2
Test Student 1330,test.student1330@somaiya.edu,5,B,B1
Test Student 1331,test.student1331@somaiya.edu,5,B,B2
Test Student 1332,test.student1332@somaiya.edu,5,B,B1
Test Student 1333,test.student1333@somaiya.edu,5,B,B2
Test Student 1334,test.student1334@somaiya.edu,5,B,B1
Test Student 1335,test.student1335@somaiya.edu,5,B,B2
Test Student 1336,test.student1336@somaiya.edu,5,B,B1
Test Student 1337,test.student1337@somaiya.edu,5,B,B2
Test Student 1338,test.student1338@somaiya.edu,5,B,B1
Test Student 1339,test.student1339@somaiya.edu,5,B,B2
Test Student 1340,test.student1340@somaiya.edu,5,B,B1
Test Student 1341,test.student1341@somaiya.edu,5,B,B2
Test Student 1342,test.student1342@somaiya.edu,5,B,B1
Test Student 1343,test.student1343@somaiya.edu,5,B,B2
Test Student 1344,test.student1344@somaiya.edu,5,B,B1
Test Student 1345,test.student1345@somaiya.edu,5,B,B2
Test Student 1346,test.student1346@somaiya.edu,5,B,B1
Test Student 1347,test.student1347@somaiya.edu,5,B,B2
Test Student 1348,test.student1348@somaiya.edu,5,B,B1
Test Student 1349,test.student1349@somaiya.edu,5,B,B2
Test Student 1350,test.student1350@somaiya.edu,5,B,B1
Test Student 1351,test.student1351@somaiya.edu,5,B,B2
Test Student 1352,test.student1352@somaiya.edu,5,B,B1
Test Student 1353,test.student1353@somaiya.edu,5,B,B2
Test Student 1354,test.student1354@somaiya.edu,5,B,B1
Test Student 1355,test.student1355@somaiya.edu,5,B,B2
Test Student 1356,test.student1356@somaiya.edu,5,B,B1
Test Student 1357,test.student1357@somaiya.edu,5,B,B2
Test Student 1358,test.student1358@somaiya.edu,5,B,B1
Test Student 1359,test.student1359@somaiya.edu,5,B,B2
Test Student 1360,test.student1360@somaiya.edu,5,B,B1
Test Student 1361,test.student1361@somaiya.edu,5,B,B2
Test Student 1362,test.student1362@somaiya.edu,5,B,B1
Test Student 1363,test.student1363@somaiya.edu,5,B,B2
Test Student 1364,test.student1364@somaiya.edu,5,B,B1
Test Student 1365,test.student1365@somaiya.edu,5,B,B2
Test Student 1366,test.student1366@somaiya.edu,5,B,B1
Test Student 1367,test.student1367@somaiya.edu,5,B,B2
Test Student 1368,test.student1368@somaiya.edu,5,B,B1
Test Student 1369,test.student1369@somaiya.edu,5,B,B2
Test Student 1370,test.student1370@somaiya.edu,5,B,B1
Test Student 1371,test.student1371@somaiya.edu,5,B,B2
Test Student 1372,test.student1372@somaiya.edu,5,B,B1
Test Student 1373,test.student1373@somaiya.edu,5,B,B2
Test Student 1374,test.student1374@somaiya.edu,5,B,B1
Test Student 1375,test.student1375@somaiya.edu,5,B,B2
Test Student 1376,test.student1376@somaiya.edu,5,B,B1
Test Student 1377,test.student1377@somaiya.edu,5,B,B2
Test Student 1378,test.student1378@somaiya.edu,5,B,B1
Test Student 1379,test.student1379@somaiya.edu,5,B,B2
Test Student 1380,test.student1380@somaiya.edu,5,B,B1
Test Student 1381,test.student1381@somaiya.edu,5,B,B2
Test Student 1382,test.student1382@somaiya.edu,5,B,B1
Test Student 1383,test.student1383@somaiya.edu,5,B,B2
Test Student 1384,test.student1384@somaiya.edu,5,B,B1
Test Student 1385,test.student1385@somaiya.edu,5,B,B2
Test Student 1386,test.student1386@somaiya.edu,5,B,B1
Test Student 1387,test.student1387@somaiya.edu,5,B,B2
Test Student 1388,test.student1388@somaiya.edu,5,B,B1
Test Student 1389,test.student1389@somaiya.edu,5,B,B2
Test Student 1390,test.student1390@somaiya.edu,5,B,B1
Test Student 1391,test.student1391@somaiya.edu,5,B,B2
Test Student 1392,test.student1392@somaiya.edu,5,B,B1
Test Student 1393,test.student1393@somaiya.edu,5,B,B2
Test Student 1394,test.student1394@somaiya.edu,5,B,B1
Test Student 1395,test.student1395@somaiya.edu,5,B,B2
Test Student 1396,test.student1396@somaiya.edu,5,B,B1
Test Student 1397,test.student1397@somaiya.edu,5,B,B2
Test Student 1398,test.student1398@somaiya.edu,5,B,B1
Test Student 1399,test.student1399@somaiya.edu,5,B,B2
Test Student 1400,test.student1400@somaiya.edu,5,B,B1
Test Student 1401,test.student1401@somaiya.edu,5,B,B2
Test Student 1402,test.student1402@somaiya.edu,5,B,B1
Test Student 1403,test.student1403@somaiya.edu,5,B,B2
Test Student 1404,test.student1404@somaiya.edu,5,B,B1
Test Student 1405,test.student1405@somaiya.edu,5,B,B2
Test Student 1406,test.student1406@somaiya.edu,5,B,B1
Test Student 1407,test.student1407@somaiya.edu,5,B,B2
Test Student 1408,test.student1408@somaiya.edu,5,B,B1
Test Student 1409,test.student1409@somaiya.edu,5,B,B2
Test Student 1410,test.student1410@somaiya.edu,5,B,B1
Test Student 1411,test.student1411@somaiya.edu,5,B,B2
Test Student 1412,test.student1412@somaiya.edu,5,B,B1
Test Student 1413,test.student1413@somaiya.edu,5,B,B2
Test Student 1414,test.student1414@somaiya.edu,5,B,B1
Test Student 1415,test.student1415@somaiya.edu,5,B,B2
Test Student 1416,test.student1416@somaiya.edu,5,B,B1
Test Student 1417,test.student1417@somaiya.edu,5,B,B2
Test Student 1418,test.student1418@somaiya.edu,5,B,B1
Test Student 1419,test.student1419@somaiya.edu,5,B,B2
Test Student 1420,test.student1420@somaiya.edu,5,B,B1
Test Student 1421,test.student1421@somaiya.edu,5,B,B2
Test Student 1422,test.student1422@somaiya.edu,5,B,B1
Test Student 1423,test.student1423@somaiya.edu,5,B,B2
Test Student 1424,test.student1424@somaiya.edu,5,B,B1
Test Student 1425,test.student1425@somaiya.edu,5,B,B2
Test Student 1426,test.student1426@somaiya.edu,5,B,B1
Test Student 1427,test.student1427@somaiya.edu,5,B,B2
Test Student 1428,test.student1428@somaiya.edu,5,B,B1
Test Student 1429,test.student1429@somaiya.edu,5,B,B2
Test Student 1430,test.student1430@somaiya.edu,5,B,B1
Test Student 1431,test.student1431@somaiya.edu,5,B,B2
Test Student 1432,test.student1432@somaiya.edu,5,B,B1
Test Student 1433,test.student1433@somaiya.edu,5,B,B2
Test Student 1434,test.student1434@somaiya.edu,5,B,B1
Test Student 1435,test.student1435@somaiya.edu,5,B,B2
Test Student 1436,test.student1436@somaiya.edu,5,B,B1
Test Student 1437,test.student1437@somaiya.edu,5,B,B2
Test Student 1438,test.student1438@somaiya.edu,5,B,B1
Test Student 1439,test.student1439@somaiya.edu,5,B,B2
Test Student 1440,test.student1440@somaiya.edu,5,B,B1
Test Student 1441,test.student1441@somaiya.edu,5,B,B2
Test Student 1442,test.student1442@somaiya.edu,5,B,B1
Test Student 1443,test.student1443@somaiya.edu,5,B,B2
Test Student 1444,test.student1444@somaiya.edu,5,B,B1
Test Student 1445,test.student1445@somaiya.edu,5,B,B2
